aircraft,family,flight,origin,depInt,altDepInt,destination,arrInt,altArrInt,previous,tt,altFlight,altAirc,newFlight,_flight,cancelFlight
A319#118,A319,993903/03/08,BRI,3970,3970,FCO,4035,4035,0,35,0,0,0,-1,0
A319#118,A319,997403/03/08,FCO,4120,4120,AOI,4185,4185,0,35,0,0,0,-1,0
A318#575,A318,779301/03/08,TLS,365,365,CDG,455,455,0,30,0,0,0,-1,0
A318#575,A318,762401/03/08,CDG,745,745,BOD,825,825,0,30,0,0,0,-1,0
A318#575,A318,762901/03/08,BOD,925,925,CDG,1010,1010,0,30,0,0,0,-1,0
A318#575,A318,773201/03/08,CDG,1200,1200,BES,1275,1275,0,30,0,0,0,-1,0
A318#575,A318,773702/03/08,BES,1765,1765,CDG,1845,1845,0,30,0,0,0,-1,0
A318#575,A318,765402/03/08,CDG,1875,1875,CFE,1935,1935,0,30,0,0,0,-1,0
A318#575,A318,765502/03/08,CFE,1975,1975,CDG,2040,2040,0,30,0,0,0,-1,0
A318#575,A318,764802/03/08,CDG,2515,2515,LYS,2590,2590,0,30,0,0,0,-1,0
A318#575,A318,764902/03/08,LYS,2640,2640,CDG,2715,2715,0,30,0,0,0,-1,0
A318#575,A318,766003/03/08,CDG,3255,3255,MRS,3340,3340,0,30,0,0,0,-1,0
A318#575,A318,601903/03/08,MRS,3450,3450,ORY,3530,3530,0,30,0,0,0,-1,0
A318#575,A318,604003/03/08,ORY,3935,3935,MRS,4010,4010,0,30,0,0,0,-1,0
A318#574,A318,778101/03/08,TLS,335,335,CDG,425,425,0,30,0,0,0,-1,0
A318#574,A318,771201/03/08,CDG,1110,1110,NCE,1205,1205,0,30,0,0,0,-1,0
A318#574,A318,771302/03/08,NCE,1780,1780,CDG,1875,1875,0,30,0,0,0,-1,0
A318#574,A318,762402/03/08,CDG,2185,2185,BOD,2265,2265,0,30,0,0,0,-1,0
A318#574,A318,762902/03/08,BOD,2365,2365,CDG,2450,2450,0,30,0,0,0,-1,0
A318#574,A318,779202/03/08,CDG,2600,2600,TLS,2685,2685,0,30,0,0,0,-1,0
A318#574,A318,779303/03/08,TLS,3245,3245,CDG,3335,3335,0,30,0,0,0,-1,0
A318#574,A318,766403/03/08,CDG,3575,3575,MRS,3660,3660,0,30,0,0,0,-1,0
A318#574,A318,766703/03/08,MRS,3800,3800,CDG,3890,3890,0,30,0,0,0,-1,0
A318#574,A318,778803/03/08,CDG,3925,3925,TLS,4010,4010,0,30,0,0,0,-1,0
A318#574,A318,779103/03/08,TLS,4070,4070,CDG,4160,4160,0,30,0,0,0,-1,0
A318#556,A318,539001/03/08,SXB,445,445,CFE,510,510,0,30,0,0,0,-1,0
A318#556,A318,765701/03/08,CFE,965,965,CDG,1030,1030,0,30,0,0,0,-1,0
A318#556,A318,777001/03/08,CDG,1200,1200,SXB,1270,1270,0,30,0,0,0,-1,0
A318#556,A318,776102/03/08,SXB,1785,1785,CDG,1855,1855,0,30,0,0,0,-1,0
A318#556,A318,773002/03/08,CDG,2410,2410,NTE,2475,2475,0,30,0,0,0,-1,0
A318#556,A318,773102/03/08,NTE,2520,2520,CDG,2585,2585,0,30,0,0,0,-1,0
A318#556,A318,763602/03/08,CDG,2665,2665,BIQ,2750,2750,0,30,0,0,0,-1,0
A318#556,A318,763503/03/08,BIQ,3255,3255,CDG,3345,3345,0,30,0,0,0,-1,0
A318#556,A318,768003/03/08,CDG,3505,3505,MPL,3590,3590,0,30,0,0,0,-1,0
A318#556,A318,768303/03/08,MPL,3640,3640,CDG,3730,3730,0,30,0,0,0,-1,0
A318#556,A318,773803/03/08,CDG,3765,3765,BES,3840,3840,0,30,0,0,0,-1,0
A318#556,A318,773303/03/08,BES,3900,3900,CDG,3980,3980,0,30,0,0,0,-1,0
A318#556,A318,765003/03/08,CDG,4105,4105,LYS,4175,4175,0,30,0,0,0,-1,0
A318#412,A318,771101/03/08,NCE,385,385,CDG,480,480,0,30,0,0,0,-1,0
A318#412,A318,778801/03/08,CDG,1045,1045,TLS,1130,1130,0,30,0,0,0,-1,0
A318#412,A318,779101/03/08,TLS,1190,1190,CDG,1280,1280,0,30,0,0,0,-1,0
A318#412,A318,768802/03/08,CDG,1835,1835,MPL,1920,1920,0,30,0,0,0,-1,0
A318#412,A318,768902/03/08,MPL,1975,1975,CDG,2065,2065,0,30,0,0,0,-1,0
A318#412,A318,763802/03/08,CDG,2180,2180,BIQ,2265,2265,0,30,0,0,0,-1,0
A318#412,A318,543502/03/08,BIQ,2460,2460,LYS,2540,2540,0,30,0,0,0,-1,0
A318#412,A318,575502/03/08,LYS,2600,2600,RNS,2680,2680,0,30,0,0,0,-1,0
A318#412,A318,310003/03/08,RNS,3235,3235,BOD,3295,3295,0,30,0,0,0,-1,0
A318#412,A318,780303/03/08,BOD,3325,3325,LYS,3395,3395,0,30,0,0,0,-1,0
A318#412,A318,764103/03/08,LYS,3480,3480,CDG,3550,3550,0,30,0,0,0,-1,0
A318#412,A318,764403/03/08,CDG,3610,3610,LYS,3680,3680,0,30,0,0,0,-1,0
A318#412,A318,764503/03/08,LYS,3835,3835,CDG,3905,3905,0,30,0,0,0,-1,0
A318#412,A318,764803/03/08,CDG,3955,3955,LYS,4030,4030,0,30,0,0,0,-1,0
A318#412,A318,764903/03/08,LYS,4080,4080,CDG,4155,4155,0,30,0,0,0,-1,0
A318#386,A318,766101/03/08,MRS,335,335,CDG,425,425,0,30,0,0,0,-1,0
A318#386,A318,328601/03/08,CDG,945,945,MLH,1015,1015,0,30,0,0,0,-1,0
A318#386,A318,328701/03/08,MLH,1050,1050,CDG,1125,1125,0,30,0,0,0,-1,0
A318#386,A318,765801/03/08,CDG,1235,1235,CFE,1295,1295,0,30,0,0,0,-1,0
A318#386,A318,540102/03/08,CFE,1775,1775,LYS,1815,1815,0,30,0,0,0,-1,0
A318#386,A318,782202/03/08,LYS,1895,1895,MRS,1950,1950,0,30,0,0,0,-1,0
A318#386,A318,766302/03/08,MRS,2030,2030,CDG,2120,2120,0,30,0,0,0,-1,0
A318#386,A318,764402/03/08,CDG,2170,2170,LYS,2240,2240,0,30,0,0,0,-1,0
A318#386,A318,764502/03/08,LYS,2395,2395,CDG,2465,2465,0,30,0,0,0,-1,0
A318#386,A318,762602/03/08,CDG,2505,2505,BOD,2585,2585,0,30,0,0,0,-1,0
A318#386,A318,763302/03/08,BOD,2635,2635,CDG,2720,2720,0,30,0,0,0,-1,0
A318#386,A318,778003/03/08,CDG,3255,3255,TLS,3340,3340,0,30,0,0,0,-1,0
A318#386,A318,611503/03/08,TLS,3370,3370,ORY,3450,3450,0,30,0,0,0,-1,0
A318#386,A318,613203/03/08,ORY,3830,3830,TLS,3900,3900,0,30,0,0,0,-1,0
A318#386,A318,325803/03/08,TLS,4015,4015,CFE,4070,4070,0,30,0,0,0,-1,0
A318#112,A318,764001/03/08,CDG,375,375,LYS,450,450,0,30,0,0,0,-1,0
A318#112,A318,765301/03/08,LYS,500,500,CDG,575,575,0,30,0,0,0,-1,0
A318#112,A318,779401/03/08,CDG,715,715,TLS,800,800,0,30,0,0,0,-1,0
A318#112,A318,778701/03/08,TLS,900,900,CDG,990,990,0,30,0,0,0,-1,0
A318#112,A318,764801/03/08,CDG,1075,1075,LYS,1150,1150,0,30,0,0,0,-1,0
A318#112,A318,764901/03/08,LYS,1200,1200,CDG,1275,1275,0,30,0,0,0,-1,0
A318#112,A318,764002/03/08,CDG,1815,1815,LYS,1890,1890,0,30,0,0,0,-1,0
A318#112,A318,765302/03/08,LYS,1940,1940,CDG,2015,2015,0,30,0,0,0,-1,0
A318#112,A318,328602/03/08,CDG,2385,2385,MLH,2455,2455,0,30,0,0,0,-1,0
A318#112,A318,328702/03/08,MLH,2490,2490,CDG,2565,2565,0,30,0,0,0,-1,0
A318#112,A318,765002/03/08,CDG,2665,2665,LYS,2735,2735,0,30,0,0,0,-1,0
A318#112,A318,740103/03/08,LYS,3230,3230,ORY,3295,3295,0,30,0,0,0,-1,0
A318#112,A318,571103/03/08,ORY,3360,3360,LIG,3420,3420,0,30,0,0,0,-1,0
A318#112,A318,571803/03/08,LIG,3485,3485,CDG,3560,3560,0,30,0,0,0,-1,0
A318#112,A318,765603/03/08,CDG,3745,3745,CFE,3805,3805,0,30,0,0,0,-1,0
A318#112,A318,326703/03/08,CFE,3935,3935,MRS,3990,3990,0,30,0,0,0,-1,0
A318#112,A318,767103/03/08,MRS,4070,4070,CDG,4160,4160,0,30,0,0,0,-1,0
TranspCom#4,TranspCom,1007401/03/08,ORY,20,20,CDG,50,50,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1000401/03/08,CDG,60,60,ORY,90,90,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007801/03/08,ORY,100,100,CDG,130,130,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1000801/03/08,CDG,140,140,ORY,170,170,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1008201/03/08,ORY,180,180,CDG,210,210,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1001201/03/08,CDG,220,220,ORY,250,250,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1008601/03/08,ORY,260,260,CDG,290,290,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1001601/03/08,CDG,300,300,ORY,330,330,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009001/03/08,ORY,340,340,CDG,370,370,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002001/03/08,CDG,380,380,ORY,410,410,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009401/03/08,ORY,420,420,CDG,450,450,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002401/03/08,CDG,460,460,ORY,490,490,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009801/03/08,ORY,500,500,CDG,530,530,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002801/03/08,CDG,540,540,ORY,570,570,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1010201/03/08,ORY,580,580,CDG,610,610,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1003201/03/08,CDG,620,620,ORY,650,650,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1010601/03/08,ORY,660,660,CDG,690,690,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1003601/03/08,CDG,700,700,ORY,730,730,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011001/03/08,ORY,740,740,CDG,770,770,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004001/03/08,CDG,780,780,ORY,810,810,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011401/03/08,ORY,820,820,CDG,850,850,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004401/03/08,CDG,860,860,ORY,890,890,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011801/03/08,ORY,900,900,CDG,930,930,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004801/03/08,CDG,940,940,ORY,970,970,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1012201/03/08,ORY,980,980,CDG,1010,1010,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1005201/03/08,CDG,1020,1020,ORY,1050,1050,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1012601/03/08,ORY,1060,1060,CDG,1090,1090,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1005601/03/08,CDG,1100,1100,ORY,1130,1130,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013001/03/08,ORY,1140,1140,CDG,1170,1170,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006001/03/08,CDG,1180,1180,ORY,1210,1210,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013401/03/08,ORY,1220,1220,CDG,1250,1250,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006401/03/08,CDG,1260,1260,ORY,1290,1290,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013801/03/08,ORY,1300,1300,CDG,1330,1330,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006801/03/08,CDG,1340,1340,ORY,1370,1370,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1014201/03/08,ORY,1380,1380,CDG,1410,1410,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007201/03/08,CDG,1420,1420,ORY,1450,1450,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007402/03/08,ORY,1460,1460,CDG,1490,1490,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1000402/03/08,CDG,1500,1500,ORY,1530,1530,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007802/03/08,ORY,1540,1540,CDG,1570,1570,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1000802/03/08,CDG,1580,1580,ORY,1610,1610,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1008202/03/08,ORY,1620,1620,CDG,1650,1650,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1001202/03/08,CDG,1660,1660,ORY,1690,1690,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1008602/03/08,ORY,1700,1700,CDG,1730,1730,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1001602/03/08,CDG,1740,1740,ORY,1770,1770,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009002/03/08,ORY,1780,1780,CDG,1810,1810,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002002/03/08,CDG,1820,1820,ORY,1850,1850,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009402/03/08,ORY,1860,1860,CDG,1890,1890,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002402/03/08,CDG,1900,1900,ORY,1930,1930,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009802/03/08,ORY,1940,1940,CDG,1970,1970,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002802/03/08,CDG,1980,1980,ORY,2010,2010,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1010202/03/08,ORY,2020,2020,CDG,2050,2050,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1003202/03/08,CDG,2060,2060,ORY,2090,2090,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1010602/03/08,ORY,2100,2100,CDG,2130,2130,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1003602/03/08,CDG,2140,2140,ORY,2170,2170,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011002/03/08,ORY,2180,2180,CDG,2210,2210,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004002/03/08,CDG,2220,2220,ORY,2250,2250,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011402/03/08,ORY,2260,2260,CDG,2290,2290,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004402/03/08,CDG,2300,2300,ORY,2330,2330,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011802/03/08,ORY,2340,2340,CDG,2370,2370,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004802/03/08,CDG,2380,2380,ORY,2410,2410,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1012202/03/08,ORY,2420,2420,CDG,2450,2450,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1005202/03/08,CDG,2460,2460,ORY,2490,2490,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1012602/03/08,ORY,2500,2500,CDG,2530,2530,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1005602/03/08,CDG,2540,2540,ORY,2570,2570,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013002/03/08,ORY,2580,2580,CDG,2610,2610,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006002/03/08,CDG,2620,2620,ORY,2650,2650,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013402/03/08,ORY,2660,2660,CDG,2690,2690,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006402/03/08,CDG,2700,2700,ORY,2730,2730,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013802/03/08,ORY,2740,2740,CDG,2770,2770,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006802/03/08,CDG,2780,2780,ORY,2810,2810,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1014202/03/08,ORY,2820,2820,CDG,2850,2850,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007202/03/08,CDG,2860,2860,ORY,2890,2890,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007403/03/08,ORY,2900,2900,CDG,2930,2930,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1000403/03/08,CDG,2940,2940,ORY,2970,2970,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007803/03/08,ORY,2980,2980,CDG,3010,3010,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1000803/03/08,CDG,3020,3020,ORY,3050,3050,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1008203/03/08,ORY,3060,3060,CDG,3090,3090,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1001203/03/08,CDG,3100,3100,ORY,3130,3130,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1008603/03/08,ORY,3140,3140,CDG,3170,3170,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1001603/03/08,CDG,3180,3180,ORY,3210,3210,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009003/03/08,ORY,3220,3220,CDG,3250,3250,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002003/03/08,CDG,3260,3260,ORY,3290,3290,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009403/03/08,ORY,3300,3300,CDG,3330,3330,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002403/03/08,CDG,3340,3340,ORY,3370,3370,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1009803/03/08,ORY,3380,3380,CDG,3410,3410,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1002803/03/08,CDG,3420,3420,ORY,3450,3450,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1010203/03/08,ORY,3460,3460,CDG,3490,3490,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1003203/03/08,CDG,3500,3500,ORY,3530,3530,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1010603/03/08,ORY,3540,3540,CDG,3570,3570,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1003603/03/08,CDG,3580,3580,ORY,3610,3610,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011003/03/08,ORY,3620,3620,CDG,3650,3650,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004003/03/08,CDG,3660,3660,ORY,3690,3690,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011403/03/08,ORY,3700,3700,CDG,3730,3730,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004403/03/08,CDG,3740,3740,ORY,3770,3770,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1011803/03/08,ORY,3780,3780,CDG,3810,3810,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1004803/03/08,CDG,3820,3820,ORY,3850,3850,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1012203/03/08,ORY,3860,3860,CDG,3890,3890,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1005203/03/08,CDG,3900,3900,ORY,3930,3930,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1012603/03/08,ORY,3940,3940,CDG,3970,3970,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1005603/03/08,CDG,3980,3980,ORY,4010,4010,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013003/03/08,ORY,4020,4020,CDG,4050,4050,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006003/03/08,CDG,4060,4060,ORY,4090,4090,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013403/03/08,ORY,4100,4100,CDG,4130,4130,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006403/03/08,CDG,4140,4140,ORY,4170,4170,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1013803/03/08,ORY,4180,4180,CDG,4210,4210,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1006803/03/08,CDG,4220,4220,ORY,4250,4250,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1014203/03/08,ORY,4260,4260,CDG,4290,4290,0,10,0,0,0,-1,0
TranspCom#4,TranspCom,1007203/03/08,CDG,4300,4300,ORY,4330,4330,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1007301/03/08,ORY,0,0,CDG,30,30,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1000301/03/08,CDG,40,40,ORY,70,70,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1007701/03/08,ORY,80,80,CDG,110,110,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1000701/03/08,CDG,120,120,ORY,150,150,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1008101/03/08,ORY,160,160,CDG,190,190,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1001101/03/08,CDG,200,200,ORY,230,230,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1008501/03/08,ORY,240,240,CDG,270,270,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1001501/03/08,CDG,280,280,ORY,310,310,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1008901/03/08,ORY,320,320,CDG,350,350,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1001901/03/08,CDG,360,360,ORY,390,390,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1009301/03/08,ORY,400,400,CDG,430,430,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1002301/03/08,CDG,440,440,ORY,470,470,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1009701/03/08,ORY,480,480,CDG,510,510,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1002701/03/08,CDG,520,520,ORY,550,550,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1010101/03/08,ORY,560,560,CDG,590,590,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1003101/03/08,CDG,600,600,ORY,630,630,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1010501/03/08,ORY,640,640,CDG,670,670,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1003501/03/08,CDG,680,680,ORY,710,710,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1010901/03/08,ORY,720,720,CDG,750,750,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1003901/03/08,CDG,760,760,ORY,790,790,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1011301/03/08,ORY,800,800,CDG,830,830,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1004301/03/08,CDG,840,840,ORY,870,870,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1011701/03/08,ORY,880,880,CDG,910,910,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1004701/03/08,CDG,920,920,ORY,950,950,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1012101/03/08,ORY,960,960,CDG,990,990,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1005101/03/08,CDG,1000,1000,ORY,1030,1030,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1012501/03/08,ORY,1040,1040,CDG,1070,1070,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1005501/03/08,CDG,1080,1080,ORY,1110,1110,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1012901/03/08,ORY,1120,1120,CDG,1150,1150,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1005901/03/08,CDG,1160,1160,ORY,1190,1190,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1013301/03/08,ORY,1200,1200,CDG,1230,1230,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1006301/03/08,CDG,1240,1240,ORY,1270,1270,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1013701/03/08,ORY,1280,1280,CDG,1310,1310,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1006701/03/08,CDG,1320,1320,ORY,1350,1350,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1014101/03/08,ORY,1360,1360,CDG,1390,1390,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1007101/03/08,CDG,1400,1400,ORY,1430,1430,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1007302/03/08,ORY,1440,1440,CDG,1470,1470,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1000302/03/08,CDG,1480,1480,ORY,1510,1510,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1007702/03/08,ORY,1520,1520,CDG,1550,1550,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1000702/03/08,CDG,1560,1560,ORY,1590,1590,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1008102/03/08,ORY,1600,1600,CDG,1630,1630,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1001102/03/08,CDG,1640,1640,ORY,1670,1670,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1008502/03/08,ORY,1680,1680,CDG,1710,1710,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1001502/03/08,CDG,1720,1720,ORY,1750,1750,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1008902/03/08,ORY,1760,1760,CDG,1790,1790,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1001902/03/08,CDG,1800,1800,ORY,1830,1830,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1009302/03/08,ORY,1840,1840,CDG,1870,1870,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1002302/03/08,CDG,1880,1880,ORY,1910,1910,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1009702/03/08,ORY,1920,1920,CDG,1950,1950,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1002702/03/08,CDG,1960,1960,ORY,1990,1990,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1010102/03/08,ORY,2000,2000,CDG,2030,2030,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1003102/03/08,CDG,2040,2040,ORY,2070,2070,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1010502/03/08,ORY,2080,2080,CDG,2110,2110,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1003502/03/08,CDG,2120,2120,ORY,2150,2150,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1010902/03/08,ORY,2160,2160,CDG,2190,2190,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1003902/03/08,CDG,2200,2200,ORY,2230,2230,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1011302/03/08,ORY,2240,2240,CDG,2270,2270,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1004302/03/08,CDG,2280,2280,ORY,2310,2310,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1011702/03/08,ORY,2320,2320,CDG,2350,2350,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1004702/03/08,CDG,2360,2360,ORY,2390,2390,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1012102/03/08,ORY,2400,2400,CDG,2430,2430,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1005102/03/08,CDG,2440,2440,ORY,2470,2470,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1012502/03/08,ORY,2480,2480,CDG,2510,2510,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1005502/03/08,CDG,2520,2520,ORY,2550,2550,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1012902/03/08,ORY,2560,2560,CDG,2590,2590,0,10,0,0,0,-1,0
TranspCom#3,TranspCom,1005902/03/08,CDG,2600,2600,ORY,2630,2630,0,10,0,0,0,-1,0
